-0.02500471,0.972501
-0.02499471,0.970901
-0.02498471,0.975701
-0.02497471,0.974101
-0.02496471,0.980501
-0.02495471,0.9853
-0.02494471,0.9901
-0.02493471,0.9965
-0.02492471,1.0045
-0.02491471,1.0093
-0.02490471,1.0125
-0.02489471,1.0189
-0.02488471,1.0253
-0.02487471,1.0333
-0.02486471,1.0365
-0.02485471,1.0445
-0.02484471,1.0477
-0.02483471,1.0573
-0.02482471,1.0557
-0.02481471,1.0621
-0.02480471,1.0637
-0.02479471,1.0653
-0.02478471,1.0669
-0.02477471,1.0653
-0.02476471,1.0637
-0.02475471,1.0621
-0.02474471,1.0653
-0.02473471,1.0557
-0.02472471,1.0525
-0.02471471,1.0477
-0.02470471,1.0445
-0.02469471,1.0365
-0.02468471,1.0301
-0.02467471,1.0285
-0.02466471,1.0221
-0.02465471,1.0157
-0.02464471,1.0125
-0.02463471,1.0093
-0.02462471,1.0045
-0.02461471,0.9997
-0.02460471,0.9965
-0.02459471,0.9965
-0.02458471,0.9917
-0.02457471,0.9885
-0.02456471,0.9901
-0.02455471,0.9869
-0.02454471,0.9853
-0.02453471,0.982101
-0.02452471,0.9837
-0.02451471,0.980501
-0.02450471,0.977301
-0.02449471,0.975701
-0.02448471,0.972501
-0.02447471,0.972501
-0.02446471,0.970901
-0.02445471,0.970901
-0.02444471,0.969301
-0.02443471,0.969301
-0.02442471,0.967701
-0.02441471,0.970901
-0.02440471,0.970901
-0.02439471,0.972501
-0.02438471,0.975701
-0.02437471,0.982101
-0.02436471,0.9869
-0.02435471,0.9933
-0.02434471,0.9981
-0.02433471,1.0061
-0.02432471,1.0141
-0.02431471,1.0205
-0.02430471,1.0301
-0.02429471,1.0333
-0.02428471,1.0413
-0.02427471,1.0509
-0.02426471,1.0573
-0.02425471,1.0605
-0.02424471,1.0637
-0.02423471,1.0653
-0.02422471,1.0653
-0.02421471,1.0637
-0.02420471,1.0653
-0.02419471,1.0589
-0.02418471,1.0541
-0.02417471,1.0461
-0.02416471,1.0413
-0.02415471,1.0349
-0.02414471,1.0301
-0.02413471,1.0221
-0.02412471,1.0173
-0.02411471,1.0109
-0.02410471,1.0061
-0.02409471,1.0029
-0.02408471,0.9981
-0.02407471,0.9949
-0.02406471,0.9933
-0.02405471,0.9917
-0.02404471,0.9885
-0.02403471,0.9837
-0.02402471,0.9853
-0.02401471,0.9837
-0.02400471,0.978901
-0.02399471,0.980501
-0.02398471,0.975701
-0.02397471,0.975701
-0.02396471,0.977301
-0.02395471,0.974101
-0.02394471,0.970901
-0.02393471,0.970901
-0.02392471,0.967701
-0.02391471,0.969301
-0.02390471,0.967701
-0.02389471,0.967701
-0.02388471,0.967701
-0.02387471,0.969301
-0.02386471,0.970901
-0.02385471,0.969301
